unified_id;month;hot_tub;pool
AIR2510074;2021-02;0;0
AIR25130869;2021-02;0;0
AIR25172809;2021-02;0;0
AIR25172825;2021-02;1;0
AIR25172832;2021-02;1;0
AIR25172848;2021-02;1;0
AIR25201967;2021-02;0;0
AIR2525902;2021-02;1;0
AIR25263812;2021-02;0;0
AIR25328102;2021-02;0;0
AIR25356728;2021-02;1;0
AIR25378892;2021-02;1;0
AIR2547590;2021-02;1;0
AIR25499481;2021-02;1;0
AIR25586292;2021-02;0;0
AIR25732632;2021-02;0;0
AIR25779086;2021-02;0;0
AIR25786600;2021-02;1;0
AIR25866733;2021-02;0;0
AIR25882184;2021-02;1;0
AIR25893671;2021-02;0;0
AIR25974417;2021-02;0;0
AIR25981294;2021-02;1;1
AIR26083959;2021-02;1;0
AIR26131105;2021-02;0;0
AIR26150094;2021-02;0;0
AIR26170882;2021-02;0;0
AIR26261918;2021-02;1;0
AIR2627213;2021-02;1;0
AIR26279903;2021-02;0;0
AIR26327847;2021-02;1;0
AIR26331936;2021-02;1;1
AIR26339365;2021-02;1;0
AIR26346810;2021-02;0;0
AIR263614;2021-02;0;0
AIR26361848;2021-02;1;0
AIR26441505;2021-02;1;0
AIR26503735;2021-02;0;0
AIR26568598;2021-02;0;0
AIR26636567;2021-02;1;1
AIR26657947;2021-02;1;1
AIR26668356;2021-02;0;0
AIR26668975;2021-02;1;0
AIR26764499;2021-02;1;0
AIR26766557;2021-02;0;0
AIR26868438;2021-02;1;0
AIR26869243;2021-02;0;0
AIR26916313;2021-02;1;0
AIR27042685;2021-02;0;0
AIR27054872;2021-02;1;0
AIR27135337;2021-02;0;0
AIR27159211;2021-02;0;0
AIR27196719;2021-02;1;0
AIR27202357;2021-02;0;0
AIR27220587;2021-02;1;0
AIR27247738;2021-02;1;0
AIR27261562;2021-02;0;0
AIR2740053;2021-02;0;0
AIR27431980;2021-02;0;0
AIR27483089;2021-02;1;0
AIR27503814;2021-02;1;0
AIR27530624;2021-02;0;1
AIR27531781;2021-02;1;0
AIR27557510;2021-02;1;0
AIR2760821;2021-02;1;0
AIR27634479;2021-02;0;0
AIR27658794;2021-02;1;0
AIR27703492;2021-02;1;0
AIR2770668;2021-02;1;0
AIR27719521;2021-02;0;0
AIR27730468;2021-02;0;0
AIR27734166;2021-02;0;0
AIR27760550;2021-02;1;0
AIR27784773;2021-02;1;0
AIR2784124;2021-02;0;0
AIR27853688;2021-02;0;0
AIR27900881;2021-02;1;0
AIR27928473;2021-02;0;0
AIR27962131;2021-02;0;0
AIR28033224;2021-02;1;0
AIR28045893;2021-02;1;0
AIR28050409;2021-02;0;0
AIR28105279;2021-02;1;0
AIR28134475;2021-02;1;0
AIR28181787;2021-02;0;0
AIR28182527;2021-02;0;0
AIR28223108;2021-02;0;0
AIR28249817;2021-02;1;0
AIR28285055;2021-02;0;0
AIR28285304;2021-02;0;0
AIR28304044;2021-02;0;0
AIR28306062;2021-02;1;0
AIR28306441;2021-02;0;0
AIR28318890;2021-02;1;0
AIR28335260;2021-02;1;1
AIR28341216;2021-02;0;0
AIR2835654;2021-02;0;0
AIR28358740;2021-02;1;1
AIR2838924;2021-02;1;1
AIR28411069;2021-02;0;0
AIR28415322;2021-02;1;0
AIR28435957;2021-02;0;0
AIR28490053;2021-02;0;0
AIR28514669;2021-02;1;1
AIR28520431;2021-02;0;0
AIR28536899;2021-02;0;0
AIR28568770;2021-02;0;0
AIR28607882;2021-02;0;0
AIR28638591;2021-02;1;0
AIR28693145;2021-02;1;0
AIR28718198;2021-02;0;0
AIR28767933;2021-02;1;0
AIR28807211;2021-02;0;0
AIR28814854;2021-02;0;0
AIR28834224;2021-02;0;0
AIR28862662;2021-02;1;0
AIR28866453;2021-02;1;0
AIR28890070;2021-02;0;0
AIR28960257;2021-02;0;0
AIR28962995;2021-02;1;0
AIR28985176;2021-02;1;0
AIR29035122;2021-02;0;0
AIR29055533;2021-02;1;0
AIR29106956;2021-02;1;0
AIR29128015;2021-02;1;0
AIR29140786;2021-02;0;0
AIR29149253;2021-02;1;0
AIR29152596;2021-02;0;0
AIR29181453;2021-02;0;0
AIR29259889;2021-02;0;0
AIR29278041;2021-02;1;0
AIR29308753;2021-02;1;1
AIR29336613;2021-02;0;0
AIR2934685;2021-02;1;0
AIR29359581;2021-02;1;0
AIR29413641;2021-02;0;0
AIR29413674;2021-02;1;1
AIR29416492;2021-02;1;1
AIR29416913;2021-02;0;0
AIR29466509;2021-02;0;0
AIR29483862;2021-02;1;0
AIR29489715;2021-02;1;0
AIR29494983;2021-02;0;0
AIR29521386;2021-02;1;0
AIR29521399;2021-02;0;0
AIR29521402;2021-02;1;0
AIR29539946;2021-02;1;0
AIR29542753;2021-02;0;1
AIR29543123;2021-02;0;0
AIR29549556;2021-02;0;0
AIR29587863;2021-02;1;0
AIR29589383;2021-02;1;1
AIR29596234;2021-02;1;0
AIR29617626;2021-02;1;0
AIR29626350;2021-02;1;0
AIR29679031;2021-02;0;0
AIR2969219;2021-02;1;0
AIR29708560;2021-02;1;0
AIR29756248;2021-02;0;0
AIR29756280;2021-02;1;0
AIR29757217;2021-02;0;0
AIR29761217;2021-02;1;1
AIR29772604;2021-02;1;0
AIR29802006;2021-02;0;0
AIR29825778;2021-02;1;0
AIR29827880;2021-02;1;0
AIR29830749;2021-02;0;0
AIR29851372;2021-02;1;0
AIR29853090;2021-02;0;0
AIR29855669;2021-02;1;0
AIR29856363;2021-02;1;0
AIR29876211;2021-02;1;0
AIR29878865;2021-02;1;0
AIR29878870;2021-02;1;0
AIR29897877;2021-02;0;0
AIR29902756;2021-02;0;0
AIR29996932;2021-02;1;0
AIR30015793;2021-02;1;0
AIR30019598;2021-02;1;0
AIR30047013;2021-02;0;0
AIR30057256;2021-02;0;0
AIR30063956;2021-02;0;0
AIR30088092;2021-02;0;0
AIR30089390;2021-02;0;0
AIR30131073;2021-02;1;0
AIR30145485;2021-02;0;0
AIR30145488;2021-02;0;1
AIR30145508;2021-02;1;0
AIR30145512;2021-02;0;0
AIR30145516;2021-02;1;0
AIR30145518;2021-02;0;0
AIR30145521;2021-02;0;0
AIR30145525;2021-02;1;0
AIR30145526;2021-02;0;0
AIR30145531;2021-02;1;0
AIR30145533;2021-02;0;0
AIR30145540;2021-02;0;0
AIR30145544;2021-02;0;0
AIR30145545;2021-02;0;0
AIR30145546;2021-02;1;0
AIR30145547;2021-02;0;0
AIR30145556;2021-02;0;0
AIR30145566;2021-02;0;0
AIR30145583;2021-02;0;0
AIR30145586;2021-02;0;0
AIR30145587;2021-02;1;0
AIR30145601;2021-02;0;0
AIR30145602;2021-02;1;0
AIR30145603;2021-02;0;0
AIR30145604;2021-02;0;0
AIR30145607;2021-02;0;0
AIR30145615;2021-02;0;0
AIR30145622;2021-02;1;0
AIR30145638;2021-02;1;0
AIR30145646;2021-02;0;0
AIR3018731;2021-02;0;0
AIR30201417;2021-02;1;1
AIR30250707;2021-02;0;0
AIR30289921;2021-02;1;1
AIR30319100;2021-02;1;0
AIR30343969;2021-02;0;0
AIR30349317;2021-02;0;0
AIR30354843;2021-02;0;0
AIR30356085;2021-02;1;0
AIR30356559;2021-02;0;0
AIR30407007;2021-02;0;0
AIR30448871;2021-02;1;0
AIR30466704;2021-02;0;0
AIR30512235;2021-02;0;0
AIR30514475;2021-02;0;0
AIR30530093;2021-02;1;0
AIR30537601;2021-02;1;0
AIR30565169;2021-02;0;0
AIR30566785;2021-02;1;0
AIR30675134;2021-02;1;1
AIR30677742;2021-02;1;0
AIR30679333;2021-02;0;0
AIR30679493;2021-02;1;0
AIR3069095;2021-02;0;0
AIR30692949;2021-02;1;0
AIR30717873;2021-02;1;0
AIR30744844;2021-02;1;1
AIR30747283;2021-02;0;0
AIR30763903;2021-02;1;0
AIR30771188;2021-02;0;0
AIR30792412;2021-02;1;0
AIR30881441;2021-02;1;0
AIR30886430;2021-02;0;0
AIR30936332;2021-02;0;1
AIR30959248;2021-02;0;0
AIR30960169;2021-02;0;0
AIR30962543;2021-02;0;0
AIR30968769;2021-02;1;0
AIR30998195;2021-02;0;0
AIR31024084;2021-02;1;0
AIR31025085;2021-02;0;0
AIR31056450;2021-02;1;0
AIR31058298;2021-02;0;0
AIR31060389;2021-02;0;0
AIR31084278;2021-02;0;0
AIR31084830;2021-02;0;0
AIR31087943;2021-02;1;0
AIR31121936;2021-02;0;0
AIR31175820;2021-02;0;0
AIR31191498;2021-02;1;0
AIR31193851;2021-02;1;0
AIR31194867;2021-02;1;0
AIR31202518;2021-02;0;0
AIR31202634;2021-02;1;1
AIR31240072;2021-02;1;0
AIR31262574;2021-02;0;0
AIR31263152;2021-02;1;0
AIR31264411;2021-02;0;0
AIR31296794;2021-02;0;0
AIR313045;2021-02;1;0
AIR31315237;2021-02;1;0
AIR31337308;2021-02;0;0
AIR31341498;2021-02;1;0
AIR31463373;2021-02;0;1
AIR31467374;2021-02;1;0
AIR31495623;2021-02;1;1
AIR31546598;2021-02;0;0
AIR3158415;2021-02;1;0
AIR31595540;2021-02;0;0
AIR31627509;2021-02;0;1
AIR31642557;2021-02;0;0
AIR31672387;2021-02;0;0
AIR31698843;2021-02;0;0
AIR31716064;2021-02;1;1
AIR31716068;2021-02;1;0
AIR31716073;2021-02;0;0
AIR31716075;2021-02;0;0
AIR31721957;2021-02;0;0
AIR31742467;2021-02;1;1
AIR31743239;2021-02;1;0
AIR31746670;2021-02;0;0
AIR31763631;2021-02;0;0
AIR31861021;2021-02;1;0
AIR31884589;2021-02;1;1
AIR31963772;2021-02;0;0
AIR31993093;2021-02;1;0
AIR32017620;2021-02;0;0
AIR3210000;2021-02;0;0
AIR32139270;2021-02;0;0
AIR32171572;2021-02;0;0
AIR32185269;2021-02;1;0
AIR32357745;2021-02;0;0
AIR32388975;2021-02;1;0
AIR32427616;2021-02;1;0
AIR32439228;2021-02;0;0
AIR32503597;2021-02;0;0
AIR32542513;2021-02;0;0
AIR32550030;2021-02;1;0
AIR32571750;2021-02;1;0
AIR32614196;2021-02;0;0
AIR32628779;2021-02;1;0
AIR32645410;2021-02;1;0
AIR32670206;2021-02;0;1
AIR32670648;2021-02;0;1
AIR32699838;2021-02;0;0
AIR3272187;2021-02;1;0
AIR32723652;2021-02;0;0
AIR32724453;2021-02;0;0
AIR32725441;2021-02;1;0
AIR32762447;2021-02;1;0
AIR32769471;2021-02;1;0
AIR32771094;2021-02;1;0
AIR32772145;2021-02;0;0
AIR32798722;2021-02;1;0
AIR32841072;2021-02;1;0
AIR32844520;2021-02;1;1
AIR32875561;2021-02;1;1
AIR32891503;2021-02;1;0
AIR32912934;2021-02;1;1
AIR32943268;2021-02;1;0
AIR33095563;2021-02;0;0
AIR33100094;2021-02;1;0
AIR33100526;2021-02;0;0
AIR33163424;2021-02;1;0
AIR33187162;2021-02;0;0
AIR33218597;2021-02;0;0
AIR33279054;2021-02;0;0
AIR33324566;2021-02;1;0
AIR33338871;2021-02;0;0
AIR33364491;2021-02;0;0
AIR33364734;2021-02;1;1
AIR33424543;2021-02;1;0
AIR33472322;2021-02;0;0
AIR33493771;2021-02;0;0
AIR33493779;2021-02;1;0
AIR33518809;2021-02;0;0
AIR33529742;2021-02;1;0
AIR33640083;2021-02;0;0
AIR33678212;2021-02;0;0
AIR33709819;2021-02;0;0
AIR33742440;2021-02;1;0
AIR3374385;2021-02;1;0
AIR33772591;2021-02;0;0
AIR33804714;2021-02;0;0
AIR33804716;2021-02;0;1
AIR33836189;2021-02;1;0
AIR33852584;2021-02;1;0
AIR33914758;2021-02;1;0
AIR33932738;2021-02;1;0
AIR33972989;2021-02;1;0
AIR34091101;2021-02;1;1
AIR34121276;2021-02;0;0
AIR34123218;2021-02;0;0
AIR34176750;2021-02;0;0
AIR34206244;2021-02;1;0
AIR34228566;2021-02;1;0
AIR34229576;2021-02;0;0
AIR34250381;2021-02;1;0
AIR34263332;2021-02;0;0
AIR34263928;2021-02;0;0
AIR34315354;2021-02;1;0
AIR34340575;2021-02;1;0
AIR34346224;2021-02;0;0
AIR34480459;2021-02;0;0
AIR34502073;2021-02;0;0
AIR34546532;2021-02;0;0
AIR34548122;2021-02;1;0
AIR34565774;2021-02;0;0
AIR34603811;2021-02;1;0
AIR34603983;2021-02;1;0
AIR34645535;2021-02;0;0
AIR34675732;2021-02;0;0
AIR34784703;2021-02;0;0
AIR34811266;2021-02;0;0
AIR34906851;2021-02;1;0
AIR34906852;2021-02;1;0
AIR34906884;2021-02;1;0
AIR34914796;2021-02;0;0
AIR34938980;2021-02;0;0
AIR34942551;2021-02;0;0
AIR34943505;2021-02;0;0
AIR35032874;2021-02;1;0
AIR35092841;2021-02;0;0
AIR3511262;2021-02;0;0
AIR35120791;2021-02;0;0
AIR35137044;2021-02;0;0
AIR35161526;2021-02;1;0
AIR35238736;2021-02;0;0
AIR35290176;2021-02;1;0
AIR35291294;2021-02;0;0
AIR35349792;2021-02;1;0
AIR35373905;2021-02;0;0
AIR35380879;2021-02;1;0
AIR35387103;2021-02;1;0
AIR35516188;2021-02;1;0
AIR35577610;2021-02;1;0
AIR35609149;2021-02;0;0
AIR35676751;2021-02;1;0
AIR35682589;2021-02;1;0
AIR35760907;2021-02;0;0
AIR35791470;2021-02;0;0
AIR35802813;2021-02;0;0
AIR3582281;2021-02;1;0
AIR35831339;2021-02;0;0
AIR35840139;2021-02;1;0
AIR35840737;2021-02;0;0
AIR35866642;2021-02;0;0
AIR35878996;2021-02;0;0
AIR35904573;2021-02;0;0
AIR35907704;2021-02;1;0
AIR35918724;2021-02;1;0
AIR35950977;2021-02;0;0
AIR35976750;2021-02;1;0
AIR36064932;2021-02;0;0
AIR36104526;2021-02;0;0
AIR36128333;2021-02;1;0
AIR36146782;2021-02;1;0
AIR36171175;2021-02;0;0
AIR36202861;2021-02;1;0
AIR36278459;2021-02;1;0
AIR36317156;2021-02;0;0
AIR36325337;2021-02;1;0
AIR36417265;2021-02;0;1
AIR36422578;2021-02;1;0
AIR36424965;2021-02;1;0
AIR36478636;2021-02;0;0
AIR36556643;2021-02;0;1
AIR36557847;2021-02;0;0
AIR36664590;2021-02;1;0
AIR36667537;2021-02;1;0
AIR36672494;2021-02;1;1
AIR36712612;2021-02;0;0
AIR36728126;2021-02;0;0
AIR36768811;2021-02;0;0
AIR36842977;2021-02;0;0
AIR36859401;2021-02;0;0
AIR36885524;2021-02;0;0
AIR36919635;2021-02;0;0
AIR37009794;2021-02;0;0
AIR37018321;2021-02;1;0
AIR37053575;2021-02;0;0
AIR37055682;2021-02;0;0
AIR37057196;2021-02;1;0
AIR37090043;2021-02;0;0
AIR37090582;2021-02;0;0
AIR3720864;2021-02;1;0
AIR37217480;2021-02;1;0
AIR37254760;2021-02;0;0
AIR37260457;2021-02;0;0
AIR37260994;2021-02;0;0
AIR37268497;2021-02;1;0
AIR37301209;2021-02;1;0
AIR3731435;2021-02;1;0
AIR37358633;2021-02;0;0
AIR37392920;2021-02;1;0
AIR37423484;2021-02;0;0
AIR37465188;2021-02;1;0
AIR37496816;2021-02;0;0
AIR37501383;2021-02;1;0
AIR37530899;2021-02;0;0
AIR37538312;2021-02;0;0
AIR3760220;2021-02;0;0
AIR37622456;2021-02;0;0
AIR37632027;2021-02;1;0
AIR37680831;2021-02;0;0
AIR37687853;2021-02;1;1
AIR37714652;2021-02;1;0
AIR37717545;2021-02;0;0
AIR37718701;2021-02;0;0
AIR37754548;2021-02;0;0
AIR37828136;2021-02;0;0
AIR37831253;2021-02;1;0
AIR37835798;2021-02;1;0
AIR37836448;2021-02;1;0
AIR37862001;2021-02;0;0
AIR37885770;2021-02;0;0
AIR37896577;2021-02;0;0
AIR37943206;2021-02;1;0
AIR37943379;2021-02;0;0
AIR37947960;2021-02;0;0
AIR37973935;2021-02;1;0
AIR37999022;2021-02;0;0
AIR38003579;2021-02;0;0
AIR3802993;2021-02;1;0
AIR38063155;2021-02;1;0
AIR38070425;2021-02;0;0
AIR38070781;2021-02;0;0
AIR3808430;2021-02;1;1
AIR38157379;2021-02;1;1
AIR38186090;2021-02;0;0
AIR38186160;2021-02;0;0
AIR38213580;2021-02;0;0
AIR38236148;2021-02;0;0
AIR38244026;2021-02;1;0
AIR38262593;2021-02;1;0
AIR38295475;2021-02;0;0
AIR38325051;2021-02;0;0
AIR38390330;2021-02;0;1
AIR38390992;2021-02;0;0
AIR38408944;2021-02;0;0
AIR38428847;2021-02;0;0
AIR38434886;2021-02;1;0
AIR38460944;2021-02;0;0
AIR38471502;2021-02;1;0
AIR38484924;2021-02;1;0
AIR38522889;2021-02;1;0
AIR38552415;2021-02;0;0
AIR38575969;2021-02;0;0
AIR38576753;2021-02;1;0
AIR38611988;2021-02;1;0
AIR38679109;2021-02;1;1
AIR38684680;2021-02;1;0
AIR38760265;2021-02;0;0
AIR38816794;2021-02;1;0
AIR38929178;2021-02;1;1
AIR38931617;2021-02;1;0
AIR39002967;2021-02;0;0
AIR39060376;2021-02;0;0
AIR39085344;2021-02;0;0
AIR39088524;2021-02;0;0
AIR39111232;2021-02;0;0
AIR39127477;2021-02;0;0
AIR39200707;2021-02;1;1
AIR39222981;2021-02;1;0
AIR39228712;2021-02;1;0
AIR39233214;2021-02;1;0
AIR39248749;2021-02;1;1
AIR39272762;2021-02;0;0
AIR39272949;2021-02;1;0
AIR39276152;2021-02;1;0
AIR39279152;2021-02;1;0
AIR39281901;2021-02;1;0
AIR39293861;2021-02;0;0
AIR39339005;2021-02;1;0
AIR39339963;2021-02;1;0
AIR39376455;2021-02;1;0
AIR39393084;2021-02;1;0
AIR39393288;2021-02;1;0
AIR39437678;2021-02;0;0
AIR39448905;2021-02;0;0
AIR39464791;2021-02;0;0
AIR39483691;2021-02;1;1
AIR39508963;2021-02;0;0
AIR39525645;2021-02;0;0
AIR39530486;2021-02;1;0
AIR39531314;2021-02;1;0
AIR39559919;2021-02;1;0
AIR39580697;2021-02;0;0
AIR39582163;2021-02;1;1
AIR39585552;2021-02;1;0
AIR39607271;2021-02;1;0
AIR39630755;2021-02;0;0
AIR39631248;2021-02;0;0
AIR39633265;2021-02;1;0
AIR39652873;2021-02;0;0
AIR39699192;2021-02;0;0
AIR39699444;2021-02;1;0
AIR39703856;2021-02;1;0
AIR39720392;2021-02;1;0
AIR39723128;2021-02;1;0
AIR39747073;2021-02;1;0
AIR39749193;2021-02;0;1
AIR39776275;2021-02;1;0
AIR39779403;2021-02;1;0
AIR39792941;2021-02;0;0
AIR39795581;2021-02;1;0
AIR39796476;2021-02;1;0
AIR39796936;2021-02;1;0
AIR39797474;2021-02;0;0
AIR39816684;2021-02;0;0
AIR39846081;2021-02;0;0
AIR39846957;2021-02;1;1
AIR39861872;2021-02;0;0
AIR39896415;2021-02;0;1
AIR39921445;2021-02;0;0
AIR39947612;2021-02;1;0
AIR39949856;2021-02;1;0
AIR39987933;2021-02;1;0
AIR40036407;2021-02;0;0
AIR40038755;2021-02;0;0
AIR40063041;2021-02;1;0
AIR4006508;2021-02;1;0
AIR40070333;2021-02;0;0
AIR4008052;2021-02;1;0
AIR40093820;2021-02;0;0
AIR40116349;2021-02;1;0
AIR40134242;2021-02;0;0
AIR40134245;2021-02;1;0
AIR40156399;2021-02;0;0
AIR40186386;2021-02;1;0
AIR40202409;2021-02;1;0
AIR40203532;2021-02;1;0
AIR40205778;2021-02;0;0
AIR40206706;2021-02;1;0
AIR40209179;2021-02;1;0
AIR40235971;2021-02;0;0
AIR40240095;2021-02;0;0
AIR40241531;2021-02;1;0
AIR4026018;2021-02;1;0
AIR40260366;2021-02;0;0
AIR40263484;2021-02;0;0
AIR40287280;2021-02;0;0
AIR40288023;2021-02;1;0
AIR40291908;2021-02;1;0
AIR40298260;2021-02;1;0
AIR40374221;2021-02;1;0
AIR40375284;2021-02;0;0
AIR40379955;2021-02;0;0
AIR40396013;2021-02;0;0
AIR40398144;2021-02;0;0
AIR40398165;2021-02;1;0
AIR40491565;2021-02;0;0
AIR40533812;2021-02;0;0
AIR4054280;2021-02;1;0
AIR40561189;2021-02;0;0
AIR40591599;2021-02;0;0
AIR40591761;2021-02;0;0
AIR40593329;2021-02;1;0
AIR40594841;2021-02;0;0
AIR40612364;2021-02;0;0
AIR40618460;2021-02;1;0
AIR40634138;2021-02;1;0
AIR40635089;2021-02;0;0
AIR40639926;2021-02;1;1
AIR40641951;2021-02;1;0
AIR40642577;2021-02;0;1
AIR40681570;2021-02;0;0
AIR40703861;2021-02;1;0
AIR40705272;2021-02;0;0
AIR40716764;2021-02;0;0
AIR40758845;2021-02;1;0
AIR40766311;2021-02;1;0
AIR40783673;2021-02;1;1
AIR40809583;2021-02;0;0
AIR40817298;2021-02;1;0
AIR4119166;2021-02;1;0
AIR4224656;2021-02;0;0
AIR4316721;2021-02;1;0
AIR4350998;2021-02;1;0
AIR4384488;2021-02;1;0
AIR4386727;2021-02;1;0
AIR4403449;2021-02;1;0
AIR4427739;2021-02;1;0
AIR4430533;2021-02;1;0
AIR4453608;2021-02;0;0
AIR4469748;2021-02;0;0
AIR4509329;2021-02;1;0
AIR4582783;2021-02;1;0
AIR4588679;2021-02;0;0
AIR4645690;2021-02;0;0
AIR4661220;2021-02;0;0
AIR4693222;2021-02;0;0
AIR4733393;2021-02;0;0
AIR4767264;2021-02;0;0
AIR4816068;2021-02;0;0
AIR4824383;2021-02;1;0
AIR4825287;2021-02;0;0
AIR4832056;2021-02;0;0
AIR4936417;2021-02;0;0
AIR5019232;2021-02;1;0
AIR5046475;2021-02;1;0
AIR5077433;2021-02;1;0
AIR5104205;2021-02;0;0
AIR5115919;2021-02;0;0
AIR5127987;2021-02;0;0
AIR5136088;2021-02;0;0
AIR5190667;2021-02;0;0
AIR5202992;2021-02;1;0
AIR523376;2021-02;0;0
AIR5325653;2021-02;1;0
AIR5383383;2021-02;1;0
AIR5582051;2021-02;1;0
AIR5696718;2021-02;1;0
AIR58748;2021-02;1;0
AIR5884470;2021-02;0;0
AIR5884868;2021-02;0;0
AIR5944192;2021-02;0;0
AIR5969627;2021-02;0;0
AIR6055454;2021-02;1;1
AIR6119510;2021-02;1;1
AIR6276211;2021-02;1;0
AIR6278973;2021-02;1;0
AIR6279028;2021-02;1;0
AIR6279067;2021-02;1;0
AIR6279078;2021-02;1;0
AIR6279086;2021-02;1;0
AIR6279101;2021-02;1;0
AIR6279113;2021-02;1;0
AIR6279125;2021-02;1;0
AIR6326589;2021-02;0;0
AIR6350250;2021-02;0;0
AIR6451877;2021-02;1;0
AIR6481540;2021-02;0;1
AIR6559094;2021-02;0;0
AIR6564037;2021-02;1;0
AIR6656446;2021-02;1;0
AIR666691;2021-02;1;0
AIR6673353;2021-02;1;0
AIR6675761;2021-02;1;0
AIR6676107;2021-02;0;0
AIR6676299;2021-02;0;0
AIR6690593;2021-02;1;0
AIR6691376;2021-02;1;0
AIR6704191;2021-02;1;0
AIR6729193;2021-02;1;0
AIR6730047;2021-02;1;0
AIR676164;2021-02;1;0
AIR6817370;2021-02;0;0
AIR6820440;2021-02;0;0
AIR6822873;2021-02;0;0
AIR7025746;2021-02;0;0
AIR7072350;2021-02;0;0
AIR7072455;2021-02;1;0
AIR7073177;2021-02;0;0
AIR7085152;2021-02;0;0
AIR7086670;2021-02;0;0
AIR7087923;2021-02;1;0
AIR7088097;2021-02;1;0
AIR7088244;2021-02;0;0
AIR7088715;2021-02;1;0
AIR7105841;2021-02;1;0
AIR7106153;2021-02;0;0
AIR7106268;2021-02;0;0
AIR7106757;2021-02;0;0
AIR7106885;2021-02;1;0
AIR7107277;2021-02;1;0
AIR7107497;2021-02;1;0
AIR7107717;2021-02;1;0
AIR7107846;2021-02;0;0
AIR7108197;2021-02;0;0
AIR7108469;2021-02;1;0
AIR7108841;2021-02;1;0
AIR7108963;2021-02;0;0
AIR7109197;2021-02;1;0
AIR7109308;2021-02;1;0
AIR7109775;2021-02;0;0
AIR7110012;2021-02;1;0
AIR7110104;2021-02;0;0
AIR7110351;2021-02;1;0
AIR7110624;2021-02;1;0
AIR7110682;2021-02;1;0
AIR7110741;2021-02;1;0
AIR7110802;2021-02;1;1
AIR7110933;2021-02;1;0
AIR7111423;2021-02;0;0
AIR7111724;2021-02;1;0
AIR7111950;2021-02;1;0
AIR7112225;2021-02;1;0
AIR7112287;2021-02;1;0
AIR7112372;2021-02;1;0
AIR7112523;2021-02;1;0
AIR7112575;2021-02;1;0
AIR7113172;2021-02;0;0
AIR7113291;2021-02;1;0
AIR7113367;2021-02;1;0
AIR7114807;2021-02;0;0
AIR71684;2021-02;0;0
AIR7196789;2021-02;1;0
AIR7222037;2021-02;1;0
AIR7346841;2021-02;0;0
AIR7397366;2021-02;1;0
AIR7436129;2021-02;1;0
AIR7437584;2021-02;0;0
AIR7452014;2021-02;0;1
AIR7494623;2021-02;1;0
AIR7601955;2021-02;1;0
AIR7618345;2021-02;0;0
AIR7633581;2021-02;0;0
AIR7633842;2021-02;0;0
AIR7633998;2021-02;0;0
AIR7663261;2021-02;1;0
AIR7714755;2021-02;1;0
AIR7745543;2021-02;1;0
AIR7748388;2021-02;0;0
AIR7774724;2021-02;1;0
AIR7884919;2021-02;0;0
AIR8017819;2021-02;0;0
AIR8070456;2021-02;0;1
AIR808533;2021-02;1;0
AIR8087145;2021-02;0;0
AIR8090935;2021-02;0;0
AIR8102059;2021-02;0;0
AIR8107048;2021-02;1;0
AIR8116725;2021-02;1;0
AIR8117851;2021-02;0;0
AIR8151970;2021-02;0;0
AIR8189914;2021-02;0;0
AIR8214285;2021-02;0;0
AIR8320969;2021-02;0;1
AIR835126;2021-02;0;0
AIR8356115;2021-02;0;0
AIR8384198;2021-02;1;0
AIR8453390;2021-02;1;0
AIR8487685;2021-02;1;0
AIR8487701;2021-02;0;0
AIR8505325;2021-02;0;0
AIR8506725;2021-02;0;0
AIR8572681;2021-02;0;0
AIR865917;2021-02;1;1
AIR8680291;2021-02;0;0
AIR8687782;2021-02;1;0
AIR8688155;2021-02;0;0
AIR8811512;2021-02;1;0
AIR8830938;2021-02;1;0
AIR8884708;2021-02;1;0
AIR8890260;2021-02;0;1
AIR8918143;2021-02;0;1
AIR8918146;2021-02;0;1
AIR8918156;2021-02;0;1
AIR8918159;2021-02;0;1
AIR8942363;2021-02;0;0
AIR9030749;2021-02;0;0
AIR9032345;2021-02;1;0
AIR9061128;2021-02;0;0
AIR9063353;2021-02;0;0
AIR9065030;2021-02;0;0
AIR9134487;2021-02;0;0
AIR9187251;2021-02;1;0
AIR9187660;2021-02;0;0
AIR9199693;2021-02;1;0
AIR9232049;2021-02;0;1
AIR9241882;2021-02;0;0
AIR9301003;2021-02;0;0
AIR9329579;2021-02;0;0
AIR9329648;2021-02;0;0
AIR9364892;2021-02;0;1
AIR9367766;2021-02;0;1
AIR9368784;2021-02;0;1
AIR9431746;2021-02;1;0
AIR9451409;2021-02;0;0
AIR9490331;2021-02;0;1
AIR9510558;2021-02;1;1
AIR9578059;2021-02;1;0
AIR9613401;2021-02;1;1
AIR9647171;2021-02;1;0
AIR9730242;2021-02;0;0
AIR9810523;2021-02;0;1
AIR9810675;2021-02;1;1
AIR9810727;2021-02;1;1
AIR982328;2021-02;0;0
AIR9837705;2021-02;0;0
AIR9863805;2021-02;0;0
AIR9944263;2021-02;1;0
AIR9959855;2021-02;1;0
AIR9960008;2021-02;0;0
AIR9976790;2021-02;1;0
AIR9986505;2021-02;1;0
AIR9996370;2021-02;0;0
AIR10000347;2021-01;0;0
AIR10052559;2021-01;1;0
AIR10178668;2021-01;0;0
AIR10211502;2021-01;1;0
AIR10211700;2021-01;0;0
AIR10344705;2021-01;0;0
AIR10424683;2021-01;0;1
AIR10471190;2021-01;1;0
AIR10551482;2021-01;1;0
AIR10833910;2021-01;0;0
AIR11098028;2021-01;1;1
